concept_id,concept_name,cluster
4178852,Intentional overdose of ecstasy,Suicidality
4170996,Intentional overdose of H2 antagonist,Suicidality
4176371,Intentional overdose of isoprenaline,Suicidality
4171789,Intentional overdose of non-barbiturate hypnotic,Suicidality
44802958,Intentional overdose of prescription only medication,Suicidality
4182321,Intentional overdose of tricyclic antidepressant,Suicidality
4174641,Intentional oxazepam overdose,Suicidality
4156916,Intentional oxazepam poisoning,Suicidality
4172719,Intentional oxybuprocaine overdose,Suicidality
4157809,Intentional oxybuprocaine poisoning,Suicidality
4180682,Intentional oxymetholone overdose,Suicidality
4158723,Intentional oxymetholone poisoning,Suicidality
4174802,Intentional oxypertine overdose,Suicidality
4157067,Intentional oxypertine poisoning,Suicidality
4172266,Intentional oxyphenbutazone overdose,Suicidality
4157511,Intentional oxyphenbutazone poisoning,Suicidality
4180535,Intentional oxytetracycline overdose,Suicidality
4158463,Intentional oxytetracycline poisoning,Suicidality
4163502,Intentional oxytocin poisoning,Suicidality
4172889,Intentional paclitaxel overdose,Suicidality
4094495,Intentional paclitaxel poisoning,Suicidality
4177775,Intentional papaverine overdose,Suicidality
4162759,Intentional para-aminosalicylic acid poisoning,Suicidality
4055123,Intentional paracetamol overdose,Suicidality
4157354,Intentional paracetamol poisoning,Suicidality
4176059,Intentional paraldehyde overdose,Suicidality
4161883,Intentional paraldehyde poisoning,Suicidality
4158732,Intentional parathyroid hormone poisoning,Suicidality
4177120,Intentional paroxetine overdose,Suicidality
4095061,Intentional paroxetine poisoning,Suicidality
4160813,Intentional pectin poisoning,Suicidality
4161211,Intentional penicillin G poisoning,Suicidality
4097038,Intentional penicillinase poisoning,Suicidality
4170677,Intentional pentazocine overdose,Suicidality
4156757,Intentional pentazocine poisoning,Suicidality
4156903,Intentional pentobarbitone poisoning,Suicidality
4168428,Intentional pentostatin overdose,Suicidality
4158286,Intentional pentostatin poisoning,Suicidality
4171652,Intentional pericyazine overdose,Suicidality
4162016,Intentional pericyazine poisoning,Suicidality
4156461,Intentional peripheral nerve and plexus-blocking anesthetic poisoning,Suicidality
4174795,Intentional perphenazine overdose,Suicidality
4159351,Intentional perphenazine poisoning,Suicidality
4158591,Intentional pesticide product poisoning,Suicidality
4170823,Intentional pethidine overdose,Suicidality
4159521,Intentional pethidine poisoning,Suicidality
4170678,Intentional phenazocine overdose,Suicidality
4156758,Intentional phenazocine poisoning,Suicidality
4174476,Intentional phenelzine overdose,Suicidality
4094949,Intentional phenelzine poisoning,Suicidality
4161487,Intentional phenformin poisoning,Suicidality
4161760,Intentional phenindione poisoning,Suicidality
4175940,Intentional phenobarbitone overdose,Suicidality
4156786,Intentional phenobarbitone poisoning,Suicidality
4172563,Intentional phenolphthalein overdose,Suicidality
4157665,Intentional phenolphthalein poisoning,Suicidality
4170824,Intentional phenoperidine overdose,Suicidality
4156155,Intentional phenoperidine poisoning,Suicidality
4176240,Intentional phenoxybenzamine overdose,Suicidality
4160243,Intentional phenoxybenzamine poisoning,Suicidality
4161877,Intentional phensuximide poisoning,Suicidality
4170851,Intentional phenylbutazone overdose,Suicidality
4160676,Intentional phenylbutazone poisoning,Suicidality
4170018,Intentional phenytoin overdose,Suicidality
4158871,Intentional phenytoin poisoning,Suicidality
4179886,Intentional phosphodiesterase inhibitor overdose,Suicidality
4095365,Intentional phosphodiesterase inhibitor poisoning,Suicidality
4176362,Intentional pilocarpine overdose,Suicidality
4157205,Intentional pilocarpine poisoning,Suicidality
4178712,Intentional pimozide overdose,Suicidality
4162014,Intentional pimozide poisoning,Suicidality
4161215,Intentional piperacillin poisoning,Suicidality
4177915,Intentional piperazine overdose,Suicidality
4162482,Intentional piperazine poisoning,Suicidality
4171659,Intentional pipothiazine overdose,Suicidality
4157053,Intentional pipothiazine poisoning,Suicidality
4174494,Intentional piracetam overdose,Suicidality
4095069,Intentional piracetam poisoning,Suicidality
4175253,Intentional pirenzepine overdose,Suicidality
4157949,Intentional pirenzepine poisoning,Suicidality
4170975,Intentional piroxicam overdose,Suicidality
4160678,Intentional piroxicam poisoning,Suicidality
4172746,Intentional plicamycin overdose,Suicidality
4158145,Intentional plicamycin poisoning,Suicidality
4261870,Intentional poisoning,Suicidality
4098825,Intentional poisoning by angiotensin-converting enzyme inhibitor,Suicidality
4160259,Intentional poisoning by bronchodilator drug,Suicidality
4159892,Intentional poisoning by calcium-channel blocker,Suicidality
4159007,Intentional poisoning by carbamazepine,Suicidality
4157364,Intentional poisoning by codeine,Suicidality
4160239,Intentional poisoning by crack cocaine,Suicidality
4156149,Intentional poisoning by dihydrocodeine,Suicidality
4196024,Intentional poisoning by drug,Suicidality
37208159,Intentional poisoning by ethyl alcohol,Suicidality
4161485,Intentional poisoning by glibenclamide,Suicidality
4160263,Intentional poisoning by herbal asthma mixture,Suicidality
4157198,Intentional poisoning by lysergic acid,Suicidality
4158711,Intentional poisoning by metformin,Suicidality
4158863,Intentional poisoning by sodium valproate,Suicidality
4156922,Intentional poisoning by temazepam,Suicidality
4160961,Intentional poisoning by therapeutic gases,Suicidality
4177283,Intentional potassium clorazepate overdose,Suicidality
4159001,Intentional potassium clorazepate poisoning,Suicidality
4179747,Intentional potassium overdose,Suicidality
4179762,Intentional potassium sparing diuretic overdose,Suicidality
4098822,Intentional potassium sparing diuretic poisoning,Suicidality
4162315,Intentional practolol poisoning,Suicidality
4174644,Intentional prazepam overdose,Suicidality
4159193,Intentional prazepam poisoning,Suicidality
4176699,Intentional prednisone overdose,Suicidality
4174021,Intentional prilocaine overdose,Suicidality
4158119,Intentional prilocaine poisoning,Suicidality
4176513,Intentional primaquine overdose,Suicidality
4160094,Intentional primaquine poisoning,Suicidality
4173204,Intentional primidone overdose,Suicidality
4158867,Intentional primidone poisoning,Suicidality
4157226,Intentional probenecid poisoning,Suicidality
4178241,Intentional procainamide overdose,Suicidality
4159679,Intentional procainamide poisoning,Suicidality
4174155,Intentional procaine overdose,Suicidality
4157810,Intentional procaine poisoning,Suicidality
4168438,Intentional procarbazine overdose,Suicidality
4096438,Intentional procarbazine poisoning,Suicidality
4176220,Intentional prochlorperazine overdose,Suicidality
4162023,Intentional prochlorperazine poisoning,Suicidality
4180677,Intentional progestogen overdose,Suicidality
4161490,Intentional progestogen poisoning,Suicidality
4177914,Intentional proguanil overdose,Suicidality
4160101,Intentional proguanil poisoning,Suicidality
4171660,Intentional promazine overdose,Suicidality
4159794,Intentional promazine poisoning,Suicidality
4171149,Intentional propofol overdose,Suicidality
4157978,Intentional propofol poisoning,Suicidality
4178862,Intentional propranolol overdose,Suicidality
4160241,Intentional propranolol poisoning,Suicidality
4171967,Intentional prostaglandin overdose,Suicidality
4159918,Intentional prostaglandin poisoning,Suicidality
4179010,Intentional protamine sulfate overdose,Suicidality
4157341,Intentional protamine sulfate poisoning,Suicidality
4176996,Intentional protriptyline overdose,Suicidality
4095215,Intentional protriptyline poisoning,Suicidality
4172721,Intentional proxymetacaine overdose,Suicidality
4156459,Intentional proxymetacaine poisoning,Suicidality
4174925,Intentional psilocybin overdose,Suicidality
4160235,Intentional psilocybin poisoning,Suicidality
37208148,Intentional psychostimulant overdose,Suicidality
4176398,Intentional pyrimethamine overdose,Suicidality
4162479,Intentional pyrimethamine poisoning,Suicidality
4177271,Intentional quinalbarbitone overdose,Suicidality
4156902,Intentional quinalbarbitone poisoning,Suicidality
4179753,Intentional quinidine overdose,Suicidality
4161870,Intentional quinidine poisoning,Suicidality
4176514,Intentional quinine overdose,Suicidality
4160097,Intentional quinine poisoning,Suicidality
4170984,Intentional radiopharmaceutical overdose,Suicidality
4160683,Intentional radiopharmaceutical poisoning,Suicidality
4172407,Intentional ranitidine overdose,Suicidality
4156306,Intentional ranitidine poisoning,Suicidality
4172884,Intentional razoxane overdose,Suicidality
4096439,Intentional razoxane poisoning,Suicidality
4178843,Intentional remoxipride overdose,Suicidality
4157069,Intentional remoxipride poisoning,Suicidality
4180543,Intentional rifampin overdose,Suicidality
4160669,Intentional rifampin poisoning,Suicidality
4170185,Intentional risperidone overdose,Suicidality
4162008,Intentional risperidone poisoning,Suicidality
4174946,Intentional salbutamol overdose,Suicidality
4157208,Intentional salbutamol poisoning,Suicidality
4157356,Intentional salicylic acid salt poisoning,Suicidality
4095242,Intentional saluretic poisoning,Suicidality
4174804,Intentional selegiline overdose,Suicidality
4157073,Intentional selegiline poisoning,Suicidality
4152376,Intentional self poisoning,Suicidality
4172561,Intentional senna overdose,Suicidality
4157971,Intentional senna poisoning,Suicidality
4177118,Intentional sertraline overdose,Suicidality
4095060,Intentional sertraline poisoning,Suicidality
4177931,Intentional sodium fusidate overdose,Suicidality
4158303,Intentional sodium fusidate poisoning,Suicidality
4172426,Intentional sodium picosulfate overdose,Suicidality
4156326,Intentional sodium picosulfate poisoning,Suicidality
4161502,Intentional somatotrophin poisoning,Suicidality
4177934,Intentional spectinomycin overdose,Suicidality
4158305,Intentional spectinomycin poisoning,Suicidality
4097039,Intentional spermicide poisoning,Suicidality
4156463,Intentional spinal anesthetic poisoning,Suicidality
4162608,Intentional spiramycin poisoning,Suicidality
4097037,Intentional streptodornase poisoning,Suicidality
4178386,Intentional streptokinase overdose,Suicidality
4095374,Intentional streptokinase poisoning,Suicidality
4172100,Intentional streptomycin overdose,Suicidality
4162487,Intentional streptomycin poisoning,Suicidality
4159009,Intentional succinimide poisoning,Suicidality
4168106,Intentional sucralfate overdose,Suicidality
4157519,Intentional sucralfate poisoning,Suicidality
4158460,Intentional sulfadiazine poisoning,Suicidality
4160662,Intentional sulfafurazole poisoning,Suicidality
4173695,Intentional sulfamethoxazole and trimethoprim overdose,Suicidality
4161240,Intentional sulfamethoxazole and trimethoprim poisoning,Suicidality
4160664,Intentional sulfamethoxazole poisoning,Suicidality
4158590,Intentional sulfone poisoning,Suicidality
4172271,Intentional sulindac overdose,Suicidality
4157822,Intentional sulindac poisoning,Suicidality
4170181,Intentional sulpiride overdose,Suicidality
4161901,Intentional sulpiride poisoning,Suicidality
4169847,Intentional tamoxifen overdose,Suicidality
4096445,Intentional tamoxifen poisoning,Suicidality
4055533,Intentional temazepam overdose,Suicidality
4170977,Intentional tenoxicam overdose,Suicidality
4156173,Intentional tenoxicam poisoning,Suicidality
4159907,Intentional terpin hydrate poisoning,Suicidality
4179727,Intentional testosterone overdose,Suicidality
4158718,Intentional testosterone poisoning,Suicidality
4176086,Intentional tetrabenazine overdose,Suicidality
4162009,Intentional tetrabenazine poisoning,Suicidality
4157813,Intentional tetracaine poisoning,Suicidality
4180538,Intentional tetracycline overdose,Suicidality
4158464,Intentional tetracycline poisoning,Suicidality
4171945,Intentional theophylline overdose,Suicidality
4159911,Intentional theophylline poisoning,Suicidality
4176521,Intentional thiabendazole overdose,Suicidality
4160396,Intentional thiabendazole poisoning,Suicidality
4171657,Intentional thiethylperazine overdose,Suicidality
4159791,Intentional thiethylperazine poisoning,Suicidality
4160968,Intentional thio-TEPA poisoning,Suicidality
4168426,Intentional thioguanine overdose,Suicidality
4158283,Intentional thioguanine poisoning,Suicidality
4168265,Intentional thiopental sodium overdose,Suicidality
